species,eccentricity,aspect_ratio,elongation,solidity,stochastic_convexity,isoperimetric_factor,maximal_indentation_depth,lobedness,average_intensity,average_contrast,smoothness,third_moment,uniformity,entropy
22,0.90557,2.3423,0.58487,0.95943,0.97368,0.55537,0.023542,0.10087,0.045897,0.13433,0.017724,0.0066757000000000006,0.00024528,0.9943
22,0.91885,2.638,0.62859,0.96692,0.99123,0.52269,0.020081,0.07339,0.054145000000000006,0.1674,0.027257,0.013322,0.00016644,0.8989
22,0.88965,2.3863,0.5905100000000001,0.90564,0.98421,0.5136,0.048934,0.43581,0.062886,0.17454,0.029562,0.013364,0.00026357,1.0734
22,0.9456,3.1174,0.70912,0.79489,0.8929799999999999,0.33915,0.13457,3.2956,0.052685,0.14875,0.021648,0.008569,0.00025614,1.0503
22,0.91747,2.7054,0.6409100000000001,0.87687,0.98947,0.42531,0.089364,1.4534,0.042216,0.12098,0.014424,0.0047692,0.0003061,1.0097
22,0.86049,2.0997,0.532,0.9358,0.98772,0.5343,0.033994,0.21032,0.040254000000000005,0.13592,0.01814,0.0080226,0.00010143,0.8205899999999999
22,0.8980799999999999,2.4056,0.59137,0.93186,0.98596,0.5122899999999999,0.029398,0.15729,0.044185,0.15479,0.0234,0.012336,7.6339e-05,0.78887
22,0.8698799999999999,2.1277,0.5392600000000001,0.96257,1.0,0.64927,0.027899,0.14165999999999998,0.026849,0.096968,0.0093152,0.0032376,0.00010402,0.7271
22,0.86675,2.0417,0.52999,0.94477,0.98947,0.5514100000000001,0.028749,0.15043,0.031023,0.12007,0.014211,0.0064538,6.947e-05,0.64966
22,0.96652,3.8162,0.74273,0.8256600000000001,0.94737,0.32925,0.1446,3.8052,0.022715,0.10148,0.010193,0.0046292,4.4517e-05,0.52175
22,0.93396,2.9367,0.66689,0.92543,0.99474,0.4567600000000001,0.030052,0.16437000000000002,0.015159,0.071198,0.0050436000000000005,0.0017096,4.8527e-05,0.46762
23,0.6182300000000001,1.2435,0.33084,0.94147,0.9614,0.64089,0.024255,0.10708,0.017543,0.09745,0.0094072,0.0051286000000000005,1.2841e-05,0.37324
23,0.61717,1.2296,0.34897,0.93189,0.97368,0.6017600000000001,0.025375,0.11719,0.012906,0.07019700000000001,0.0049035,0.0019323,2.4448e-05,0.37728
23,0.6240399999999999,1.1599,0.47899,0.91562,0.85088,0.45154,0.097205,1.7197,0.013983,0.076408,0.0058043,0.0024109,2.5646e-05,0.36029
23,0.48229,1.1574,0.42617,0.91741,0.92456,0.46699,0.06339600000000001,0.73147,0.026522000000000004,0.105,0.010904,0.0044681,6.7833e-05,0.63468
23,0.5684,1.1876,0.4800100000000001,0.91247,0.79474,0.3885,0.089162,1.4469,0.027113,0.10182,0.010261,0.0037888000000000006,0.00010673,0.65567
23,0.62733,1.2441,0.5021399999999999,0.90049,0.86667,0.47758,0.092591,1.5603,0.02034,0.091645,0.0083289,0.0033696,4.907100000000001e-05,0.49195
23,0.58637,1.1419,0.30339,0.93305,0.92105,0.57323,0.041282,0.31016,0.022886,0.093704,0.0087041,0.0032290999999999995,0.00010441,0.54481
23,0.50771,1.1084,0.25071,0.93529,0.98596,0.64927,0.02595,0.12256,0.013493000000000002,0.073509,0.0053745,0.0021246,3.1877e-05,0.3475
23,0.6018,1.2254,0.41835,0.94269,0.95263,0.54871,0.05883500000000001,0.6299899999999999,0.016202,0.074883,0.0055761000000000005,0.0018797,7.1264e-05,0.43769
23,0.63548,1.202,0.47365,0.8937299999999999,0.8684200000000001,0.44347,0.07761599999999999,1.0964,0.022403,0.10386,0.010672,0.005084,3.1292e-05,0.48911
23,0.6504800000000001,1.2354,0.44987,0.90929,0.89123,0.57594,0.070699,0.9097,0.009334899999999998,0.0592,0.0034924,0.0013047,2.2232e-05,0.26169000000000003
24,0.64604,1.4683,0.35457,0.9588,0.99123,0.70641,0.02021,0.074334,0.059026,0.12721,0.015925,0.0037362,0.0012495999999999998,1.3596
24,0.55457,1.2955,0.25519000000000003,0.97441,0.99825,0.7824,0.012063,0.026483,0.020129,0.076722,0.0058518,0.0016389,0.00012751,0.60629
24,0.4443,1.2035,0.19432,0.98319,1.0,0.833,0.010317,0.019373,0.029059,0.10265,0.010427,0.003627,0.00011748,0.73255
24,0.6368,1.4266,0.29976,0.9747,0.99825,0.78457,0.013385,0.032608,0.028272,0.084495,0.0070888,0.0017155,0.00031351,0.913
24,0.64168,1.4853,0.3362,0.95562,0.99825,0.72952,0.017439,0.05535,0.02413,0.074641,0.0055403,0.001194,0.00031921,0.8227899999999999
24,0.58232,1.3430000000000002,0.29271,0.95055,0.99825,0.71499,0.026876,0.13146,0.068134,0.13204000000000002,0.017136000000000002,0.0036798,0.0014697,1.6315
24,0.44567,1.2107,0.20257,0.97104,0.99123,0.80094,0.016177,0.047628,0.020632,0.074115,0.0054631,0.0013865,0.00016174,0.66423
24,0.67925,1.487,0.33465,0.97307,0.98246,0.7713,0.012399,0.02798,0.0075996000000000015,0.044132,0.0019439,0.00049059,3.6857e-05,0.28857
24,0.11708,1.0944,0.1745,0.97545,1.0,0.81957,0.016114,0.047259,0.033007,0.087092,0.0075278,0.001568,0.0006066,1.0292
24,0.53283,1.3078,0.25925,0.96727,1.0,0.77065,0.017745,0.057312,0.05341,0.12259,0.014806,0.0035923,0.0012357999999999998,1.1886
